0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788016033,2147483647,2123466762,-1679093239,-1079708996,-770815789,-2107151980,-1944003551,-1356131616,-2036038223,-2063385762,-2128072895,-2128072895,-2073291192,-1924341185,-1974963084,-2016375857,-2066997756,-2108410529,-2108410529,-1750875684,-1912014146,-1912014146,-2004048818,-2004048818,-2096083490,-2096083490,-2096083490,-1912014148,-1750875688,-2004048820,-2004048820,-2096083492,-2096083492,-2096083492,-1750875692,-1912014152,-1912014154,-2004048824,-2004048826,-2096083496,-2096083498,-2096083498,-1912014156,-1750875696,-2004048828,-2004048828,-2096083500,-2096083500,-2096083500,-1750875698,-1912014160,-1912014160,-2004048832,-2004048832,-2096083504,-2096083504,-2096083504,-1912014164,-1750875704,-2004048836,-2004048836,-2096083508,-2096083508,-2096083508,-1750875706,-1912014168,-1912014168,-2004048840,-2004048840,-2096083512,-2096083512,-2096083512,-1912014170,-1750875710,-2004048842,-2004048842,-2096083514,-2096083514,-2096083514,-1750875714,-1912014176,-1912014176,-2004048848,-2004048848,-2096083520,-2096083520,-2096083520,-1912014178,-1750875718,-2004048850,-2004048850,-2096083522,-2096083522,-2096083522,-1750875722,-1912014182,-1912014184,-2004048854,-2004048856,0
0,-284608837,2147483647,1600147862,-992467791,-1132454366,-542319317,-2144360407,-1451654948,-1786631064,-1050824122,-1993737762,-462299447,-898282464,-1873976154,-1873976154,-1873976154,-1873976154,-1873976156,-1873976156,-1873976156,-1873976156,-1873976158,-1873976158,-1873976158,-1873976158,-1873976160,-1873976160,-1873976160,-1873976160,-1873976162,-1873976162,-1873976162,-1873976162,-1873976164,-1873976164,-1873976164,-1873976164,-1873976166,-1873976166,-1873976166,-1873976166,-1873976168,-1873976168,-1873976168,-1873976168,-1873976170,-1873976170,-1873976170,-1873976170,-1873976172,-1873976172,-1873976172,-1873976172,-1873976174,-1873976174,-1873976174,-1873976174,-1873976176,-1873976176,-1873976176,-1873976176,-1873976178,-1873976178,-1873976178,-1873976178,-1873976180,-1873976180,-1873976180,-1873976180,-1873976182,-1873976182,-1873976182,-1873976182,-1873976184,-1873976184,-1873976184,-1873976184,-1873976186,-1873976186,-1873976186,-1873976186,-1873976188,-1873976188,-1873976188,-1873976188,-1873976190,-1873976190,-1873976190,-1873976190,-1873976192,-1873976192,-1873976192,-1873976192,-1873976194,-1873976194,-1873976194,-1873976194,-1873976196,-1873976196,0
0,0,161304853,2147483647,-1068533134,734131572,-1140934165,-416276187,-1906506397,-423721976,-1566125963,-1616747862,-1935606968,-2062115330,-1832306513,-1882928412,-1882928412,-1882928412,-2098487063,-2098487063,-2098487063,-2098487063,-2098487065,-2098487065,-2098487065,-2098487065,-2098487067,-2098487067,-2098487067,-2098487067,-2098487069,-2098487069,-2098487069,-2098487069,-2098487071,-2098487071,-2098487071,-2098487071,-2098487073,-2098487073,-2098487073,-2098487073,-2098487075,-2098487075,-2098487075,-2098487075,-2098487077,-2098487077,-2098487077,-2098487077,-2098487079,-2098487079,-2098487079,-2098487079,-2098487081,-2098487081,-2098487081,-2098487081,-2098487083,-2098487083,-2098487083,-2098487083,-2098487085,-2098487085,-2098487085,-2098487085,-2098487087,-2098487087,-2098487087,-2098487087,-2098487089,-2098487089,-2098487089,-2098487089,-2098487091,-2098487091,-2098487091,-2098487091,-2098487093,-2098487093,-2098487093,-2098487093,-2098487095,-2098487095,-2098487095,-2098487095,-2098487097,-2098487097,-2098487097,-2098487097,-2098487099,-2098487099,-2098487099,-2098487099,-2098487101,-2098487101,-2098487101,-2098487101,-2098487103,-2098487103,0
0,0,0,1272732900,2147483647,837869191,-161875327,-2032999332,-1802768778,-11251131,-1461250268,-1446426962,-1446426962,-1957239635,-1189648488,-1189648488,-1189648488,-1244931819,-1244931819,-1244931819,-1244931819,-1244931821,-1244931821,-1244931821,-1244931821,-1244931823,-1244931823,-1244931823,-1244931823,-1244931825,-1244931825,-1244931825,-1244931825,-1244931827,-1244931827,-1244931827,-1244931827,-1244931829,-1244931829,-1244931829,-1244931829,-1244931831,-1244931831,-1244931831,-1244931831,-1244931833,-1244931833,-1244931833,-1244931833,-1244931835,-1244931835,-1244931835,-1244931835,-1244931837,-1244931837,-1244931837,-1244931837,-1244931839,-1244931839,-1244931839,-1244931839,-1244931841,-1244931841,-1244931841,-1244931841,-1244931843,-1244931843,-1244931843,-1244931843,-1244931845,-1244931845,-1244931845,-1244931845,-1244931847,-1244931847,-1244931847,-1244931847,-1244931849,-1244931849,-1244931849,-1244931849,-1244931851,-1244931851,-1244931851,-1244931851,-1244931853,-1244931853,-1244931853,-1244931853,-1244931855,-1244931855,-1244931855,-1244931855,-1244931857,-1244931857,-1244931857,-1244931857,-1244931859,-1244931859,-1244931859,0
0,0,0,0,15305859,2147483647,120086012,-234776997,-1661801508,-1996291849,-1827819954,-1258067488,-1017328553,-1675278296,-1996644957,-958711069,-1017681661,-1161549268,-1161549268,-2127231422,-2127231422,-2127231422,-2127231422,-2127231424,-2127231424,-2127231424,-2127231424,-2127231426,-2127231426,-2127231426,-2127231426,-2127231428,-2127231428,-2127231428,-2127231428,-2127231430,-2127231430,-2127231430,-2127231430,-2127231432,-2127231432,-2127231432,-2127231432,-2127231434,-2127231434,-2127231434,-2127231434,-2127231436,-2127231436,-2127231436,-2127231436,-2127231438,-2127231438,-2127231438,-2127231438,-2127231440,-2127231440,-2127231440,-2127231440,-2127231442,-2127231442,-2127231442,-2127231442,-2127231444,-2127231444,-2127231444,-2127231444,-2127231446,-2127231446,-2127231446,-2127231446,-2127231448,-2127231448,-2127231448,-2127231448,-2127231450,-2127231450,-2127231450,-2127231450,-2127231452,-2127231452,-2127231452,-2127231452,-2127231454,-2127231454,-2127231454,-2127231454,-2127231456,-2127231456,-2127231456,-2127231456,-2127231458,-2127231458,-2127231458,-2127231458,-2127231460,-2127231460,-2127231460,-2127231460,-2127231462,0
0,0,0,0,0,1321325677,2147483647,-1940837109,-1804994435,-843077357,-1164444018,-2036103243,-1829414919,-522063804,-843430465,-1715089690,-1715089690,-1715089690,-1715089690,-1715089692,-1715089692,-1715089692,-1715089692,-1715089694,-1715089694,-1715089694,-1715089694,-1715089696,-1715089696,-1715089696,-1715089696,-1715089698,-1715089698,-1715089698,-1715089698,-1715089700,-1715089700,-1715089700,-1715089700,-1715089702,-1715089702,-1715089702,-1715089702,-1715089704,-1715089704,-1715089704,-1715089704,-1715089706,-1715089706,-1715089706,-1715089706,-1715089708,-1715089708,-1715089708,-1715089708,-1715089710,-1715089710,-1715089710,-1715089710,-1715089712,-1715089712,-1715089712,-1715089712,-1715089714,-1715089714,-1715089714,-1715089714,-1715089716,-1715089716,-1715089716,-1715089716,-1715089718,-1715089718,-1715089718,-1715089718,-1715089720,-1715089720,-1715089720,-1715089720,-1715089722,-1715089722,-1715089722,-1715089722,-1715089724,-1715089724,-1715089724,-1715089724,-1715089726,-1715089726,-1715089726,-1715089726,-1715089728,-1715089728,-1715089728,-1715089728,-1715089730,-1715089730,-1715089730,-1715089730,-1715089732,0
0,0,0,0,0,0,-705207809,2147483647,-514756816,168975332,1488184046,-1809532983,-1809532983,-1937674365,-1937674365,-1937674365,-1640557651,-2140512564,-2140512564,-2140512564,-2004711674,-2004711674,-2004711674,-1971537232,-1971537232,-1971537234,-1971537234,-1971537234,-1971537234,-1971537236,-1971537236,-1971537236,-1971537236,-1971537238,-1971537238,-1971537238,-1971537238,-1971537240,-1971537240,-1971537240,-1971537240,-1971537242,-1971537242,-1971537242,-1971537242,-1971537244,-1971537244,-1971537244,-1971537244,-1971537246,-1971537246,-1971537246,-1971537246,-1971537248,-1971537248,-1971537248,-1971537248,-1971537250,-1971537250,-1971537250,-1971537250,-1971537252,-1971537252,-1971537252,-1971537252,-1971537254,-1971537254,-1971537254,-1971537254,-1971537256,-1971537256,-1971537256,-1971537256,-1971537258,-1971537258,-1971537258,-1971537258,-1971537260,-1971537260,-1971537260,-1971537260,-1971537262,-1971537262,-1971537262,-1971537262,-1971537264,-1971537264,-1971537264,-1971537264,-1971537266,-1971537266,-1971537266,-1971537266,-1971537268,-1971537268,-1971537268,-1971537268,-1971537270,-1971537270,-1971537270,0
0,0,0,0,0,0,0,847591847,2147483647,983392737,-2011682759,-209633149,-1875881869,-1875881869,-1740080979,-1740080979,-1740080979,-1604280089,-1604280089,-1604280089,-1468479199,-1468479199,-1468479199,-1332678309,-1332678309,-1332678309,-1196877419,-1196877419,-1196877419,-1110657962,-1110657964,-1110657964,-1110657964,-1110657964,-1110657966,-1110657966,-1110657966,-1110657966,-1110657968,-1110657968,-1110657968,-1110657968,-1110657970,-1110657970,-1110657970,-1110657970,-1110657972,-1110657972,-1110657972,-1110657972,-1110657974,-1110657974,-1110657974,-1110657974,-1110657976,-1110657976,-1110657976,-1110657976,-1110657978,-1110657978,-1110657978,-1110657978,-1110657980,-1110657980,-1110657980,-1110657980,-1110657982,-1110657982,-1110657982,-1110657982,-1110657984,-1110657984,-1110657984,-1110657984,-1110657986,-1110657986,-1110657986,-1110657986,-1110657988,-1110657988,-1110657988,-1110657988,-1110657990,-1110657990,-1110657990,-1110657990,-1110657992,-1110657992,-1110657992,-1110657992,-1110657994,-1110657994,-1110657994,-1110657994,-1110657996,-1110657996,-1110657996,-1110657996,-1110657998,-1110657998,0
0,0,0,0,0,0,0,0,-403399637,2147483647,-828274935,973774675,-1253150233,-1253150233,-1678025531,-1678025531,-2102900829,-2102900829,-2102900829,-1598584274,-1598584274,-2023459572,-2023459572,-2023459572,-1598584276,-1598584276,-2023459574,-2023459574,-2023459574,-1598584278,-1598584278,-2023459576,-2023459576,-2023459576,-1598584280,-1598584282,-2023459578,-2023459580,-2023459580,-1598584284,-1598584284,-2023459582,-2023459582,-2023459582,-1598584286,-1598584286,-2023459584,-2023459584,-2023459584,-1598584288,-1598584288,-2023459586,-2023459586,-2023459586,-1598584290,-1598584292,-2023459588,-2023459590,-2023459590,-1598584294,-1598584294,-2023459592,-2023459592,-2023459592,-1598584296,-1598584296,-2023459594,-2023459594,-2023459594,-1598584298,-1598584298,-2023459596,-2023459596,-2023459596,-1598584300,-1598584302,-2023459598,-2023459600,-2023459600,-1598584304,-1598584304,-2023459602,-2023459602,-2023459602,-1598584306,-1598584306,-2023459604,-2023459604,-2023459604,-1598584308,-1598584308,-2023459606,-2023459606,-2023459606,-1598584310,-1598584312,-2023459608,-2023459610,-2023459610,-1598584314,0
